message,reaction
there was once a butterfly who wished for a bride and as may be supposed he wanted to choose a very pretty one from among the flowers .,joy
he glanced with a very critical eye at all the flower beds and found that the flowers were seated quietly and demurely on their stalks just as maidens should sit before they are engaged; but there was a great number of them and it appeared as if his search would become very wearisome .,anger
the butterfly came also to marguerite to inquire but he did not pluck off her leaves; he pressed a kiss on each of them for he thought there was always more to be done by kindness .,joy
but marguerite did not answer him; she was offended that he should call her a woman when she was only a girl; and there is a great difference .,anger
then he would wait no longer but flew away to commence his wooing at once .,anger
"they are very pretty "" thought the butterfly; "" charming little lasses; but they are rather formal .",joy
he next flew to the anemones; these were rather sour to his taste .,anger
the violet a little too sentimental .,sadness
the pea blossom pleased him most of all; she was white and red graceful and slender and belonged to those domestic maidens who have a pretty appearance and can yet be useful in the kitchen .,joy
he was just about to make her an offer when close by the maiden he saw a pod with a withered flower hanging at the end .,surprise
"oh indeed; and you will be like her some day "" said he; and he flew away directly for he felt quite shocked .",surprise
no; he did not like her .,anger
you know this plant has no blossom; but it is sweetness all over full of fragrance from head to foot with the scent of a flower in every leaf .,joy
"i will take her "" said the butterfly; and he made her an offer .",joy
i am old and you are old but we may live for each other just the same; as to marrying no; don ' t let us appear ridiculous at our age .,anger
he could exist here he said well enough .,joy
"but it is not enough merely to exist "" said he "" i need freedom sunshine and a little flower for a companion .",sadness
then he flew against the window pane and was seen and admired by those in the room who caught him and stuck him on a pin in a box of curiosities .,joy
it is not very pleasant certainly; i should imagine it is something like being married; for here i am stuck fast .,sadness
and with this thought he consoled himself a little .,sadness
"that seems very poor consolation "" said one of the plants in the room that grew in a pot .",sadness
"ah "" thought the butterfly "" one can ' t very well trust these plants in pots; they have too much to do with mankind .",anger
"well perhaps if in the beginning of a book these were written and printed many when they read it would lay the book down and say "" it seems to me a very miserable title i don ' t like things of this sort .",sadness
