message,reaction
"""This is a wonderful journey up into the air,"" thought the bottle; ""it is a new way of sailing, and here, at least, there is no fear of striking against anything.""",joy
"Then it began to descend much more rapidly than the rabbit had done, made somersaults in the air, and felt itself quite young and unfettered, although it was half full of wine.",surprise
"Then they hung it in the cage of the little bird, who sang and twittered more merrily than ever.",joy
Do you see how splendidly the tree has grown?,joy
"It has been raised from only a little sprig of myrtle that you gave me on the day after my betrothal, and from which I was to make my own bridal bouquet when a year had passed: but that day never came; the eyes were closed which were to have been my light and joy through life.",sadness
"Before the sprig you gave me faded, I took a spray, and planted it in the earth; and now, as you see, it has become a large tree, and a bunch of the blossoms shall at last appear at a wedding festival, in the bouquet of your daughter.""",joy
"There were tears in the eyes of the old maid, as she spoke of the beloved of her youth, and of their betrothal in the wood.",joy
"Corn grows in the surrounding fields, not only rye and barley, but oats,-pretty oats that, when ripe, look like a number of little golden canary-birds sitting on a bough.",joy
The corn has a smiling look and the heaviest and richest ears bend their heads low as if in pious humility.,joy
"The buckwheat did not bend like the other grain, but erected its head proudly and stiffly on the stem.",joy
"""I am as valuable as any other corn,"" said he, ""and I am much handsomer; my flowers are as beautiful as the bloom of the apple blossom, and it is a pleasure to look at us.",joy
"Do you know of anything prettier than we are, you old willow-tree?""",joy
"And the willow-tree nodded his head, as if he would say, ""Indeed I do.""",surprise
"But the buckwheat spread itself out with pride, and said, ""Stupid tree; he is so old that grass grows out of his body.""",anger
"""I have no occasion to do so,"" replied the buckwheat.",anger
"""But I will not bend my head,"" said the buckwheat.",anger
"""Inferior, indeed!"" said the buckwheat.",anger
"""Now I intend to have a peep into heaven.""",anger
"Proudly and boldly he looked up, while the lightning flashed across the sky as if the whole world were in flames.",joy
"When the dreadful storm had passed, the flowers and the corn raised their drooping heads in the pure still air, refreshed by the rain, but the buckwheat lay like a weed in the field, burnt to blackness by the lightning.",sadness
"The branches of the old willow-tree rustled in the wind, and large water-drops fell from his green leaves as if the old willow were weeping.",sadness
"Then the sparrows asked why he was weeping, when all around him seemed so cheerful.",surprise
"""See,"" they said, how the sun shines, and the clouds float in the blue sky.",joy
Do you not smell the sweet perfume from flower and bush?,surprise
"Wherefore do you weep, old willow-tree?""",surprise
"Then the willow told them of the haughty pride of the buckwheat, and of the punishment which followed in consequence.",sadness
"THERE was once a butterfly who wished for a bride, and, as may be supposed, he wanted to choose a very pretty one from among the flowers.",joy
"He glanced, with a very critical eye, at all the flower-beds, and found that the flowers were seated quietly and demurely on their stalks, just as maidens should sit before they are engaged; but there was a great number of them, and it appeared as if his search would become very wearisome.",anger
"The butterfly came also to Marguerite to inquire, but he did not pluck off her leaves; he pressed a kiss on each of them, for he thought there was always more to be done by kindness.",joy
But Marguerite did not answer him; she was offended that he should call her a woman when she was only a girl; and there is a great difference.,anger
"Then he would wait no longer, but flew away, to commence his wooing at once.",anger
"""They are very pretty,"" thought the butterfly; ""charming little lasses; but they are rather formal.""",joy
He next flew to the anemones; these were rather sour to his taste.,anger
"The violet, a little too sentimental.",sadness
"The pea-blossom pleased him most of all; she was white and red, graceful and slender, and belonged to those domestic maidens who have a pretty appearance, and can yet be useful in the kitchen.",joy
"He was just about to make her an offer, when, close by the maiden, he saw a pod, with a withered flower hanging at the end.",surprise
"""Oh, indeed; and you will be like her some day,"" said he; and he flew away directly, for he felt quite shocked.",surprise
No; he did not like her.,anger
"You know, this plant has no blossom; but it is sweetness all over,- full of fragrance from head to foot, with the scent of a flower in every leaf.",joy
"""I will take her,"" said the butterfly; and he made her an offer.",joy
"I am old, and you are old, but we may live for each other just the same; as to marrying- no; don't let us appear ridiculous at our age.""",anger
"He could exist here, he said, well enough.",joy
"""But it is not enough merely to exist,"" said he, ""I need freedom, sunshine, and a little flower for a companion.""",sadness
